openDate,10代,10歳未満,20代,30代,40代,50代,60代,70代,80代,90歳以上,非公表
2020-08-05,1,0,8,2,1,0,0,0,0,0,3
2020-08-06,1,0,8,2,1,0,0,0,0,0,3
2020-08-07,2,0,9,0,3,1,0,0,0,0,0
2020-08-08,2,0,9,0,3,1,0,0,0,0,0
2020-08-09,2,0,7,0,3,1,0,0,0,0,0
2020-08-10,2,0,4,0,2,2,0,0,0,0,0
2020-08-11,2,0,3,0,2,2,0,0,0,0,0
2020-08-12,1,0,3,0,2,2,0,0,0,0,0
2020-08-13,3,1,3,1,5,3,0,0,0,0,0
2020-08-14,2,1,1,1,4,2,0,0,0,0,0
2020-08-15,2,1,1,1,4,2,1,0,0,0,0
2020-08-16,2,1,0,1,4,2,1,0,0,0,0
2020-08-17,2,1,0,1,4,1,1,0,0,0,0
2020-08-18,2,1,0,1,4,1,1,0,0,0,0
2020-08-19,2,1,0,2,4,1,1,0,0,0,0
2020-08-20,0,0,0,1,1,0,1,0,0,0,0
2020-08-21,0,0,1,1,0,0,1,0,0,0,0
2020-08-22,0,0,1,2,0,0,0,0,0,0,0
2020-08-23,0,0,1,2,0,0,0,0,0,0,0
2020-08-24,0,0,1,2,0,0,0,0,0,0,0
2020-08-25,0,0,1,2,0,0,0,0,0,0,0
2020-08-26,0,0,1,1,0,0,0,0,0,0,0
2020-08-27,0,0,1,3,0,0,0,0,0,0,0
2020-08-28,0,0,0,3,0,0,0,0,0,0,0
2020-08-29,0,0,0,2,0,0,0,0,0,0,0
2020-08-30,0,0,0,5,0,0,0,0,0,0,0
2020-08-31,0,0,0,5,0,0,0,0,0,0,0
2020-09-01,0,0,0,5,0,0,0,0,0,0,0
2020-09-02,0,0,0,5,0,0,1,0,0,0,0
2020-09-03,0,0,0,3,0,0,1,0,0,0,0
2020-09-04,0,0,3,4,0,0,1,0,0,0,0
2020-09-05,0,0,4,4,0,0,1,0,0,0,0
2020-09-06,0,0,4,1,0,0,1,0,0,0,0
2020-09-07,0,0,4,1,0,0,1,0,0,0,0
2020-09-08,0,0,4,1,0,0,1,0,0,0,0
2020-09-09,0,0,5,1,0,0,0,0,0,0,0
2020-09-10,0,0,5,1,0,0,0,0,0,0,0
2020-09-11,0,0,3,0,0,0,0,0,0,0,0
2020-09-12,0,0,2,0,0,0,0,0,0,0,0
2020-09-13,0,0,2,0,0,0,0,0,0,0,0
2020-09-14,0,0,2,0,0,0,0,0,0,0,0
2020-09-15,0,0,2,0,0,0,0,0,0,0,0
2020-09-16,0,0,1,0,0,0,0,0,0,0,0
2020-09-17,0,0,1,0,0,0,0,0,0,0,0
2020-09-18,0,0,0,0,0,0,0,0,0,0,0
2020-09-19,0,0,0,0,0,0,0,0,0,0,0
2020-09-20,0,0,0,0,0,0,0,0,0,0,0
2020-09-21,0,0,0,0,0,0,0,0,0,0,0
2020-09-22,0,0,0,0,0,0,0,0,0,0,0
2020-09-23,0,0,0,0,0,0,0,0,0,0,0
2020-09-24,0,0,0,0,0,0,0,0,0,0,0
2020-09-25,0,0,0,0,0,0,0,0,0,0,0
2020-09-26,0,0,0,0,0,1,1,0,0,1,0
2020-09-27,0,0,0,1,0,1,1,1,0,1,0
2020-09-28,0,0,0,1,0,1,1,1,0,1,0
2020-09-29,0,0,0,1,0,1,1,1,0,1,0
2020-09-30,0,0,0,1,0,1,1,1,0,1,0
2020-10-01,0,0,0,1,0,1,1,1,0,1,0
2020-10-02,0,0,0,1,0,1,1,1,0,1,0
2020-10-03,0,0,0,1,0,0,0,1,0,0,0
2020-10-04,0,0,0,0,0,0,0,0,0,0,0
2020-10-05,0,0,0,0,0,0,0,0,0,0,0
2020-10-06,0,0,0,0,0,0,0,0,0,0,0
2020-10-07,0,0,0,0,0,0,0,0,0,0,0
2020-10-08,0,0,0,0,0,0,0,0,0,0,0
2020-10-09,0,0,0,0,0,0,0,0,0,0,0
2020-10-10,0,0,0,0,0,0,0,0,0,0,0
2020-10-11,0,0,0,0,0,0,0,0,0,0,0
2020-10-12,0,0,0,0,0,0,0,0,0,0,0
2020-10-13,0,0,0,0,0,0,0,0,0,0,0
2020-10-14,0,0,0,0,0,0,0,0,0,0,0
2020-10-15,0,0,0,0,0,0,0,0,0,0,0
2020-10-16,0,0,0,0,0,0,1,1,2,0,0
2020-10-17,0,0,0,0,0,0,1,2,5,1,0
2020-10-18,0,0,1,2,2,1,2,3,5,4,0
2020-10-19,0,0,1,2,3,1,3,4,7,7,0
2020-10-20,0,0,1,3,3,3,4,5,7,7,0
2020-10-21,0,0,2,3,3,4,4,5,9,7,0
2020-10-22,0,0,2,3,3,4,4,7,10,7,0
2020-10-23,0,0,2,4,3,5,3,6,10,9,0
2020-10-24,0,0,2,5,6,5,4,5,7,8,0
2020-10-25,0,0,1,3,4,4,3,5,7,5,0
2020-10-26,0,0,1,3,5,6,2,4,5,3,0
2020-10-27,0,0,1,3,7,4,1,3,5,3,0
2020-10-28,0,0,0,4,8,5,2,3,3,3,0
2020-10-29,0,0,0,4,9,6,3,2,2,3,0
2020-10-30,0,0,0,3,9,5,3,2,0,1,0
2020-10-31,0,0,0,2,6,5,3,2,0,1,0
2020-11-01,0,0,0,2,6,5,3,2,0,1,0
2020-11-02,0,0,0,2,4,3,3,2,0,0,0
2020-11-03,0,0,0,1,2,3,3,2,0,0,0
2020-11-04,0,0,0,0,1,1,2,2,0,0,0
2020-11-05,0,0,0,0,1,2,1,1,0,0,0
2020-11-06,0,0,0,0,1,2,1,1,0,0,0
2020-11-07,0,0,0,0,1,2,0,1,0,0,0
2020-11-08,0,0,0,0,1,4,2,0,0,0,0
2020-11-09,0,0,0,0,1,4,2,0,0,0,0
2020-11-10,0,0,0,0,1,5,2,0,1,0,0
2020-11-11,0,0,0,0,1,6,2,0,1,0,0
2020-11-12,0,0,0,0,0,4,2,0,1,0,0
2020-11-13,0,0,0,0,0,4,2,0,1,0,0
2020-11-14,0,0,0,0,0,4,2,0,2,0,0
2020-11-15,0,0,1,1,0,2,0,0,2,0,0
2020-11-16,0,0,1,1,0,2,0,0,2,0,0
2020-11-17,0,0,1,1,0,1,0,0,1,0,0
2020-11-18,0,0,1,1,0,0,0,0,1,0,0
2020-11-19,0,0,1,1,0,0,0,0,1,0,0
2020-11-20,0,0,1,1,0,0,0,0,1,0,0
2020-11-21,0,0,1,1,0,0,0,0,0,0,0
2020-11-22,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,0,0,0,0,0,0,0,0,0,0,0
2020-11-26,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,0,0,0,0,0,0,0,0,0,0,0
2020-11-28,0,0,0,1,0,0,0,0,0,0,0
2020-11-29,0,0,0,1,0,0,0,0,0,0,0
2020-11-30,0,0,0,1,1,0,0,0,0,0,0
2020-12-01,1,0,0,1,1,0,1,0,0,0,0
2020-12-02,1,0,0,1,1,0,1,0,0,0,0
2020-12-03,1,0,0,1,1,0,1,0,0,0,0
2020-12-04,1,0,0,1,1,0,2,0,0,0,0
2020-12-05,1,0,0,0,1,0,2,0,0,0,0
2020-12-06,1,0,0,0,1,0,2,0,0,0,0
2020-12-07,1,0,0,0,0,0,2,0,0,0,0
2020-12-08,0,0,0,0,0,0,1,0,0,0,0
2020-12-09,0,0,0,0,0,0,2,1,0,0,0
2020-12-10,0,0,0,0,0,0,2,1,0,0,0
2020-12-11,0,0,0,0,0,1,1,1,0,0,0
2020-12-12,0,0,0,0,0,1,1,1,0,0,0
2020-12-13,0,0,0,0,0,1,1,1,0,0,0
2020-12-14,0,0,0,0,0,1,1,1,0,0,0
2020-12-15,0,0,0,0,0,1,1,1,0,0,0
2020-12-16,0,0,0,0,0,1,0,0,0,0,0
2020-12-17,0,0,0,0,0,1,0,0,0,0,0
2020-12-18,0,0,0,0,0,0,0,0,0,0,0
2020-12-19,0,0,0,1,0,0,0,0,0,0,0
2020-12-20,0,0,0,1,0,0,0,0,0,0,0
2020-12-21,0,0,0,1,0,0,0,0,0,0,0
2020-12-22,0,0,0,1,0,0,0,0,0,0,0
2020-12-23,0,0,0,1,1,0,0,0,0,0,0
2020-12-24,0,0,0,1,3,0,0,0,0,0,0
2020-12-25,0,0,0,1,4,0,0,0,0,0,0
2020-12-26,0,0,0,0,6,0,0,0,0,0,0
2020-12-27,0,0,0,0,6,0,0,0,0,0,0
2020-12-28,0,0,0,0,7,0,1,0,0,0,0
2020-12-29,0,0,0,0,11,0,1,0,0,0,0
2020-12-30,0,0,1,0,13,3,1,0,0,0,0
2020-12-31,1,0,2,0,11,7,1,1,0,0,0
2021-01-01,1,0,2,1,11,7,1,1,1,0,1
2021-01-02,1,0,2,1,9,7,1,1,1,0,1
2021-01-03,1,0,2,1,9,7,1,1,1,0,1
2021-01-04,1,0,3,2,9,7,1,2,1,0,1
2021-01-05,2,0,4,2,5,9,3,3,1,0,1
2021-01-06,2,0,4,2,2,7,3,3,2,0,2
2021-01-07,1,0,3,4,2,4,4,2,2,0,3
2021-01-08,1,0,4,3,3,4,4,4,1,0,2
2021-01-09,1,0,4,3,4,4,5,4,1,0,2
2021-01-10,1,0,4,3,4,5,6,5,1,0,2
2021-01-11,1,0,3,3,3,5,5,5,1,0,2
2021-01-12,0,0,2,3,3,5,4,5,1,0,2
2021-01-13,0,0,1,3,3,6,5,7,0,0,1
2021-01-14,0,0,1,1,3,6,5,7,0,0,0
2021-01-15,1,0,1,2,2,6,5,5,0,0,0
2021-01-16,2,0,1,2,2,8,4,5,0,0,0
2021-01-17,2,0,1,2,2,7,4,4,0,0,0
2021-01-18,2,0,1,1,2,7,4,3,0,0,0
2021-01-19,3,0,2,2,2,5,3,2,0,0,0
2021-01-20,4,0,3,2,2,3,3,1,0,0,0
2021-01-21,6,0,4,3,2,2,2,1,0,0,0
2021-01-22,5,0,3,2,1,2,2,1,0,0,0
2021-01-23,5,0,4,2,1,0,2,1,0,1,0
2021-01-24,6,0,4,3,1,0,1,1,1,1,0
2021-01-25,6,1,4,3,1,0,1,1,1,1,0
2021-01-26,5,1,3,2,1,0,1,2,1,1,0
2021-01-27,4,1,2,2,1,0,1,1,3,1,0
2021-01-28,2,1,1,1,1,1,1,1,3,1,0
2021-01-29,2,1,2,1,1,1,3,1,4,1,0
2021-01-30,1,1,1,1,0,1,3,1,4,0,0
2021-01-31,0,1,1,0,0,1,3,1,3,0,0
2021-02-01,0,0,1,0,0,1,3,1,3,0,0
2021-02-02,0,0,1,0,0,1,3,0,3,0,0
2021-02-03,0,0,1,0,0,1,2,0,1,0,0
2021-02-04,0,0,1,0,0,0,2,0,1,0,0
2021-02-05,0,0,0,0,0,0,0,0,0,0,0
2021-02-06,0,0,0,0,0,0,0,0,0,0,0
2021-02-07,0,0,0,0,0,0,0,0,0,0,0
2021-02-08,0,0,0,0,0,0,0,0,0,0,0
2021-02-09,0,0,0,0,0,0,0,0,0,0,0
2021-02-10,0,0,0,0,0,0,0,0,0,0,0
2021-02-11,0,0,0,0,0,0,0,0,0,0,0
2021-02-12,0,0,0,0,0,0,0,0,0,0,0
2021-02-13,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,0,0,0,0,0,0,0,0,0,0,0
2021-02-15,0,0,0,0,0,0,0,0,0,0,0
2021-02-16,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,0,0,0,0,0,0,0,0,0,0,0
2021-02-18,0,0,0,0,0,0,0,0,0,0,0
2021-02-19,0,0,0,0,0,0,0,0,0,0,0
2021-02-20,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,0,0,0,0,0,0,0,0,0,0,0
2021-02-22,0,0,0,0,0,0,0,0,0,0,0
2021-02-23,0,0,0,0,0,0,0,0,0,0,1
2021-02-24,0,0,0,0,0,0,0,0,0,0,1
2021-02-25,0,0,0,0,0,0,0,0,0,0,1
2021-02-26,0,0,0,0,0,0,0,0,0,0,1
2021-02-27,0,0,0,0,0,0,0,0,0,0,1
2021-02-28,0,0,0,0,0,0,0,0,0,0,1
2021-03-01,0,0,0,0,0,0,0,0,0,0,1
2021-03-02,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,0,0,0,0,0,0,0,0,0,0,0
2021-03-04,0,0,0,0,0,0,0,0,0,0,0
2021-03-05,0,0,0,0,0,0,0,0,0,0,0
2021-03-06,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,0,0,0,0,0,0,0,0,0,0,0
2021-03-09,0,0,0,0,0,0,0,0,0,0,0
2021-03-10,0,0,0,0,0,0,0,0,0,0,0
2021-03-11,0,0,0,0,0,0,0,0,1,0,0
2021-03-12,0,0,0,0,1,0,0,0,1,0,0
2021-03-13,0,0,0,0,1,0,0,0,1,0,0
2021-03-14,0,0,0,0,1,0,0,0,1,0,0
2021-03-15,0,0,1,0,1,0,0,0,1,0,0
2021-03-16,0,0,1,0,1,0,0,0,1,0,0
2021-03-17,0,0,5,0,1,0,0,0,1,0,0
2021-03-18,0,0,7,0,1,0,0,0,0,0,0
2021-03-19,0,0,8,0,0,0,0,0,0,0,0
2021-03-20,0,0,8,1,0,0,0,0,0,0,0
2021-03-21,0,0,9,1,0,0,0,0,0,0,0
2021-03-22,0,0,8,1,0,0,0,0,0,0,0
2021-03-23,0,0,8,1,0,0,0,0,0,0,0
2021-03-24,0,0,4,1,0,0,0,0,0,0,0
2021-03-25,0,0,2,1,0,0,0,0,0,0,0
2021-03-26,0,0,1,1,0,0,0,0,0,0,0
2021-03-27,0,0,1,0,0,0,0,0,0,0,0
2021-03-28,0,0,1,0,1,0,0,0,0,0,0
2021-03-29,0,0,1,0,1,0,0,0,0,0,0
2021-03-30,0,0,1,0,1,0,0,0,0,0,0
2021-03-31,0,0,1,0,1,0,0,1,0,0,1
2021-04-01,0,0,1,0,1,0,0,1,0,0,1
2021-04-02,0,0,1,0,1,0,0,1,0,0,1
2021-04-03,0,0,1,0,1,0,0,1,0,0,1
2021-04-04,0,0,0,0,0,1,0,1,0,0,1
2021-04-05,0,0,0,0,0,1,0,1,0,0,1
2021-04-06,0,0,0,0,1,1,0,1,0,0,1
2021-04-07,0,0,0,0,1,1,1,0,0,0,0
2021-04-08,0,0,0,0,1,1,1,0,0,0,0
2021-04-09,0,0,0,0,1,1,1,0,0,0,0
2021-04-10,0,0,0,1,1,6,1,0,0,0,0
2021-04-11,0,0,0,2,1,7,1,0,0,0,0
2021-04-12,1,0,0,2,1,7,1,0,0,0,0
2021-04-13,2,0,0,2,0,7,1,0,0,0,0
2021-04-14,2,0,0,2,0,7,0,0,0,0,0
2021-04-15,2,0,1,2,0,7,1,0,0,0,0
2021-04-16,2,0,1,4,0,12,1,0,0,0,0
2021-04-17,2,0,1,3,0,7,1,0,0,0,0
2021-04-18,2,0,1,2,0,5,1,0,0,0,0
2021-04-19,1,0,1,2,0,5,1,0,0,0,0
2021-04-20,0,0,1,2,1,6,1,0,0,0,0
2021-04-21,1,0,1,2,1,6,1,0,0,0,0
2021-04-22,1,0,0,2,1,6,0,0,0,0,0
2021-04-23,1,0,0,0,2,1,0,0,0,1,0
2021-04-24,1,0,0,0,2,1,0,0,0,1,0
2021-04-25,3,1,0,0,2,1,1,0,0,1,0
2021-04-26,3,1,0,0,2,1,1,0,0,1,0
2021-04-27,3,1,0,0,1,0,1,0,0,1,0
2021-04-28,2,1,0,0,1,0,1,0,0,1,0
2021-04-29,2,1,0,0,1,0,1,0,0,1,0
2021-04-30,2,1,0,0,0,0,1,0,0,0,0
2021-05-01,2,1,0,0,1,0,1,0,0,0,0
2021-05-02,0,0,0,0,1,0,0,0,0,0,0
2021-05-03,0,0,0,0,1,0,0,0,0,0,0
2021-05-04,0,0,0,1,1,0,0,0,0,0,0
2021-05-05,0,0,1,1,1,0,0,0,0,0,0
2021-05-06,1,0,2,3,1,0,0,0,0,0,0
2021-05-07,1,0,5,5,1,1,0,0,0,0,0
2021-05-08,1,0,6,6,1,1,0,0,0,0,0
2021-05-09,2,0,7,9,2,1,0,0,0,0,0
2021-05-10,2,0,9,11,2,1,0,0,0,0,0
2021-05-11,3,0,12,11,3,3,0,0,0,0,0
2021-05-12,5,0,11,12,4,5,1,0,0,0,0
2021-05-13,5,2,12,11,5,8,1,2,0,0,0
2021-05-14,6,2,16,13,7,9,2,2,0,0,0
2021-05-15,6,3,17,14,7,12,4,2,0,0,0
2021-05-16,5,3,17,13,10,12,4,3,0,0,0
2021-05-17,5,3,18,12,11,12,8,3,0,0,0
2021-05-18,5,3,18,12,11,10,9,3,0,0,0
2021-05-19,5,5,20,13,13,9,9,3,0,0,0
2021-05-20,4,3,21,19,16,8,10,1,1,0,0
2021-05-21,3,3,17,24,16,7,12,1,1,0,0
2021-05-22,3,4,16,23,18,4,10,2,1,0,0
2021-05-23,4,4,15,23,15,4,12,1,1,0,0
2021-05-24,6,6,14,24,14,5,10,2,2,0,0
2021-05-25,7,7,13,28,17,7,11,2,2,0,0
2021-05-26,5,6,13,26,17,6,13,3,2,0,0
2021-05-27,6,6,15,24,17,5,12,5,1,0,0
2021-05-28,8,8,14,16,17,6,10,6,2,0,0
2021-05-29,9,6,15,17,19,7,16,7,2,0,0
2021-05-30,8,6,16,17,21,10,15,7,2,0,0
2021-05-31,11,6,15,18,24,13,15,9,2,1,0
2021-06-01,9,7,14,16,22,14,14,10,3,1,0
2021-06-02,10,9,13,18,21,15,12,9,5,1,0
2021-06-03,11,9,10,17,18,14,13,8,6,1,0
2021-06-04,10,7,8,22,17,14,14,11,5,2,0
2021-06-05,12,9,6,23,15,13,9,10,5,2,0
2021-06-06,12,9,5,21,12,10,9,12,5,2,0
